perceptual_result,group_1,stimuliShown,block,stim1,stim2,response,rt,reward,ID,stim_chosen,typeOfChoice,highChosen,riskChosen,forced,choices,win,correct,risky,trial,trial_cont,trial_id,trial_n,trigger_integer,new_block,trialIndex
overestimator,overestimator,42,2,4,2,1,0.9035051000009844,56,18,2,5,1,NA,0,0,NA,1,NA,105,105,285,105,42,0,105
overestimator,overestimator,24,2,2,4,0,0.8668192000004638,51,18,2,5,1,NA,0,1,NA,1,NA,106,106,286,106,24,0,106
overestimator,overestimator,41,2,4,1,1,1.2412092000013217,62,18,1,3,1,NA,0,0,NA,1,NA,107,107,287,107,41,0,107
overestimator,overestimator,13,2,1,3,0,0.5574221999995643,40,18,1,2,1,NA,0,1,NA,1,NA,108,108,288,108,13,0,108
overestimator,overestimator,43,2,4,3,0,1.4520668000004662,41,18,4,6,NA,0,0,1,-1,NA,0,109,109,289,109,43,0,109
overestimator,overestimator,42,2,4,2,1,0.7070996000002197,62,18,2,5,1,NA,0,0,NA,1,NA,110,110,290,110,42,0,110
overestimator,overestimator,42,2,4,2,1,0.49189669999941543,65,18,2,5,1,NA,0,0,NA,1,NA,111,111,291,111,42,0,111
overestimator,overestimator,24,2,2,4,0,1.031413100001373,55,18,2,5,1,NA,0,1,NA,1,NA,112,112,292,112,24,0,112
overestimator,overestimator,24,2,2,4,0,0.6547460999991017,64,18,2,5,1,NA,0,1,NA,1,NA,113,113,293,113,24,0,113
overestimator,overestimator,12,2,1,2,0,1.0660588999999163,63,18,1,1,NA,1,0,1,1,NA,1,114,114,294,114,12,0,114
overestimator,overestimator,42,2,4,2,0,1.4120144000007713,44,18,4,5,0,NA,0,1,NA,0,NA,115,115,295,115,42,0,115
overestimator,overestimator,24,2,2,4,0,0.6525378999995155,57,18,2,5,1,NA,0,1,NA,1,NA,116,116,296,116,24,0,116
overestimator,overestimator,24,2,2,4,0,0.5148996000007173,71,18,2,5,1,NA,0,1,NA,1,NA,117,117,297,117,24,0,117
overestimator,overestimator,31,2,3,1,1,0.8531443000010768,69,18,1,2,1,NA,0,0,NA,1,NA,118,118,298,118,31,0,118
overestimator,overestimator,24,2,2,4,0,0.60322830000041,68,18,2,5,1,NA,0,1,NA,1,NA,119,119,299,119,24,0,119
overestimator,overestimator,34,2,3,4,1,1.3421087999995507,39,18,4,6,NA,0,0,0,-1,NA,0,120,120,300,120,34,0,120
overestimator,overestimator,14,2,1,4,0,0.46664700000110315,41,18,1,3,1,NA,0,1,NA,1,NA,121,121,301,121,14,0,121
overestimator,overestimator,34,2,3,4,0,1.2921814999990602,43,18,3,6,NA,1,0,1,-1,NA,1,122,122,302,122,34,0,122
overestimator,overestimator,13,2,1,3,0,0.5346066999991308,70,18,1,2,1,NA,0,1,NA,1,NA,123,123,303,123,13,0,123
overestimator,overestimator,14,2,1,4,0,0.41631520000009914,51,18,1,3,1,NA,0,1,NA,1,NA,124,124,304,124,14,0,124
overestimator,overestimator,24,2,2,4,0,0.8145977000003768,67,18,2,5,1,NA,0,1,NA,1,NA,125,125,305,125,24,0,125
overestimator,overestimator,34,2,3,4,0,1.3412728999992396,16,18,3,6,NA,1,0,1,-1,NA,1,126,126,306,126,34,0,126
overestimator,overestimator,14,2,1,4,0,0.6668255000004137,66,18,1,3,1,NA,0,1,NA,1,NA,127,127,307,127,14,0,127
overestimator,overestimator,24,2,2,4,0,1.2573952000002464,59,18,2,5,1,NA,0,1,NA,1,NA,128,128,308,128,24,0,128
overestimator,overestimator,31,2,3,1,1,1.8161875999994663,29,18,1,2,1,NA,0,0,NA,1,NA,129,129,309,129,31,0,129
overestimator,overestimator,34,2,3,4,1,1.8316576999986864,30,18,4,6,NA,0,0,0,-1,NA,0,130,130,310,130,34,0,130
overestimator,overestimator,21,2,2,1,1,0.7783259999996517,46,18,1,1,NA,1,0,0,1,NA,1,131,131,311,131,21,0,131
overestimator,overestimator,32,2,3,2,1,0.5285514999995939,64,18,2,4,1,NA,0,0,NA,1,NA,132,132,312,132,32,0,132
overestimator,overestimator,41,2,4,1,1,1.0660900000002584,80,18,1,3,1,NA,0,0,NA,1,NA,133,133,313,133,41,0,133
overestimator,overestimator,21,2,2,1,1,0.4293373000000429,67,18,1,1,NA,1,0,0,1,NA,1,134,134,314,134,21,0,134
overestimator,overestimator,32,2,3,2,1,0.8649497000005795,57,18,2,4,1,NA,0,0,NA,1,NA,135,135,315,135,32,0,135
overestimator,overestimator,31,2,3,1,1,1.7672267999987525,86,18,1,2,1,NA,0,0,NA,1,NA,136,136,316,136,31,0,136
overestimator,overestimator,21,2,2,1,1,0.4831787000002805,32,18,1,1,NA,1,0,0,1,NA,1,137,137,317,137,21,0,137
overestimator,overestimator,43,2,4,3,0,1.669726800000717,36,18,4,6,NA,0,0,1,-1,NA,0,138,138,318,138,43,0,138
overestimator,overestimator,12,2,1,2,0,0.5776686999997764,89,18,1,1,NA,1,0,1,1,NA,1,139,139,319,139,12,0,139
overestimator,overestimator,21,2,2,1,1,0.7168285999996442,59,18,1,1,NA,1,0,0,1,NA,1,140,140,320,140,21,0,140
overestimator,overestimator,42,2,4,2,1,1.0338873999990028,52,18,2,5,1,NA,0,0,NA,1,NA,141,141,321,141,42,0,141
overestimator,overestimator,24,2,2,4,0,1.2576484000001074,58,18,2,5,1,NA,0,1,NA,1,NA,142,142,322,142,24,0,142
overestimator,overestimator,43,2,4,3,0,1.1001238000008016,50,18,4,6,NA,0,0,1,-1,NA,0,143,143,323,143,43,0,143
overestimator,overestimator,42,2,4,2,1,0.8626041999996232,60,18,2,5,1,NA,0,0,NA,1,NA,144,144,324,144,42,0,144
overestimator,overestimator,41,2,4,1,1,0.642197600000145,64,18,1,3,1,NA,0,0,NA,1,NA,145,145,325,145,41,0,145
overestimator,overestimator,12,2,1,2,0,0.6290732999987085,63,18,1,1,NA,1,0,1,1,NA,1,146,146,326,146,12,0,146
overestimator,overestimator,13,2,1,3,0,0.5259861000013188,81,18,1,2,1,NA,0,1,NA,1,NA,147,147,327,147,13,0,147
overestimator,overestimator,24,2,2,4,0,0.7366648000006535,65,18,2,5,1,NA,0,1,NA,1,NA,148,148,328,148,24,0,148
overestimator,overestimator,41,2,4,1,1,1.3528497999996034,56,18,1,3,1,NA,0,0,NA,1,NA,149,149,329,149,41,0,149
overestimator,overestimator,13,2,1,3,0,0.5425159000005806,45,18,1,2,1,NA,0,1,NA,1,NA,150,150,330,150,13,0,150
overestimator,overestimator,23,2,2,3,0,0.6423097999995662,61,18,2,4,1,NA,0,1,NA,1,NA,151,151,331,151,23,0,151
overestimator,overestimator,43,2,4,3,1,1.9314859000005526,30,18,3,6,NA,1,0,0,-1,NA,1,152,152,332,152,43,0,152
overestimator,overestimator,43,2,4,3,0,0.840283499999714,45,18,4,6,NA,0,0,1,-1,NA,0,153,153,333,153,43,0,153
overestimator,overestimator,12,2,1,2,0,0.7170022999998764,72,18,1,1,NA,1,0,1,1,NA,1,154,154,334,154,12,0,154
overestimator,overestimator,31,2,3,1,1,2.0562170000011974,73,18,1,2,1,NA,0,0,NA,1,NA,155,155,335,155,31,0,155
overestimator,overestimator,14,2,1,4,0,0.48926140000003215,88,18,1,3,1,NA,0,1,NA,1,NA,156,156,336,156,14,0,156
overestimator,overestimator,31,2,3,1,1,0.6030964000001404,50,18,1,2,1,NA,0,0,NA,1,NA,157,157,337,157,31,0,157
overestimator,overestimator,14,2,1,4,0,0.4271947999986878,84,18,1,3,1,NA,0,1,NA,1,NA,158,158,338,158,14,0,158
overestimator,overestimator,21,2,2,1,1,0.5866056000013486,91,18,1,1,NA,1,0,0,1,NA,1,159,159,339,159,21,0,159
overestimator,overestimator,23,2,2,3,0,1.07077019999997,59,18,2,4,1,NA,0,1,NA,1,NA,160,160,340,160,23,0,160
overestimator,overestimator,43,2,4,3,1,1.0430864999998448,26,18,3,6,NA,1,0,0,-1,NA,1,161,161,341,161,43,0,161
overestimator,overestimator,21,2,2,1,1,0.5034541000004538,65,18,1,1,NA,1,0,0,1,NA,1,162,162,342,162,21,0,162
overestimator,overestimator,41,2,4,1,1,0.5281883999996353,55,18,1,3,1,NA,0,0,NA,1,NA,163,163,343,163,41,0,163
overestimator,overestimator,14,2,1,4,0,0.9664166000002297,54,18,1,3,1,NA,0,1,NA,1,NA,164,164,344,164,14,0,164
overestimator,overestimator,42,2,4,2,1,1.2536583999990398,49,18,2,5,1,NA,0,0,NA,1,NA,165,165,345,165,42,0,165
overestimator,overestimator,31,2,3,1,1,0.4825111999998626,73,18,1,2,1,NA,0,0,NA,1,NA,166,166,346,166,31,0,166
overestimator,overestimator,32,2,3,2,1,0.7523570999983349,62,18,2,4,1,NA,0,0,NA,1,NA,167,167,347,167,32,0,167
overestimator,overestimator,42,2,4,2,1,0.5169533999996929,60,18,2,5,1,NA,0,0,NA,1,NA,168,168,348,168,42,0,168
overestimator,overestimator,24,2,2,4,0,0.6163902999996935,55,18,2,5,1,NA,0,1,NA,1,NA,169,169,349,169,24,0,169
overestimator,overestimator,24,2,2,4,0,0.5421601999987615,51,18,2,5,1,NA,0,1,NA,1,NA,170,170,350,170,24,0,170
overestimator,overestimator,14,2,1,4,0,0.5401832000006834,72,18,1,3,1,NA,0,1,NA,1,NA,171,171,351,171,14,0,171
overestimator,overestimator,34,2,3,4,0,0.7282549999999901,55,18,3,6,NA,1,0,1,-1,NA,1,172,172,352,172,34,0,172
overestimator,overestimator,13,2,1,3,0,0.4915765999994619,56,18,1,2,1,NA,0,1,NA,1,NA,173,173,353,173,13,0,173
overestimator,overestimator,12,2,1,2,0,0.4408979999989242,58,18,1,1,NA,1,0,1,1,NA,1,174,174,354,174,12,0,174
overestimator,overestimator,23,2,2,3,0,0.6671750999994401,62,18,2,4,1,NA,0,1,NA,1,NA,175,175,355,175,23,0,175
overestimator,overestimator,41,2,4,1,1,0.8530539000003046,64,18,1,3,1,NA,0,0,NA,1,NA,176,176,356,176,41,0,176
overestimator,overestimator,23,2,2,3,0,0.7911949999997887,52,18,2,4,1,NA,0,1,NA,1,NA,177,177,357,177,23,0,177
overestimator,overestimator,23,2,2,3,0,0.5567092000001139,58,18,2,4,1,NA,0,1,NA,1,NA,178,178,358,178,23,0,178
overestimator,overestimator,12,2,1,2,0,0.6691138999995019,48,18,1,1,NA,1,0,1,1,NA,1,179,179,359,179,12,0,179
overestimator,overestimator,34,2,3,4,0,1.2772346999990987,48,18,3,6,NA,1,0,1,-1,NA,1,180,180,360,180,34,0,180
overestimator,overestimator,13,3,1,3,0,0.8158074000002671,45,18,1,2,1,NA,0,1,NA,1,NA,1,1,361,1,13,1,1
overestimator,overestimator,24,3,2,4,0,1.566488099999333,59,18,2,5,1,NA,0,1,NA,1,NA,2,2,362,2,24,0,2
overestimator,overestimator,21,3,2,1,1,0.7730537999996159,56,18,1,1,NA,1,0,0,1,NA,1,3,3,363,3,21,0,3
overestimator,overestimator,12,3,1,2,0,0.6985525000000052,66,18,1,1,NA,1,0,1,1,NA,1,4,4,364,4,12,0,4
overestimator,overestimator,32,3,3,2,1,0.5422621000016079,53,18,2,4,1,NA,0,0,NA,1,NA,5,5,365,5,32,0,5
overestimator,overestimator,14,3,1,4,0,0.56709039999987,54,18,1,3,1,NA,0,1,NA,1,NA,6,6,366,6,14,0,6
overestimator,overestimator,41,3,4,1,1,0.6161068000001251,65,18,1,3,1,NA,0,0,NA,1,NA,7,7,367,7,41,0,7
overestimator,overestimator,42,3,4,2,0,0.4913302000004478,38,18,4,5,0,NA,0,1,NA,0,NA,8,8,368,8,42,0,8
overestimator,overestimator,41,3,4,1,1,0.6163857999999891,74,18,1,3,1,NA,0,0,NA,1,NA,9,9,369,9,41,0,9
overestimator,overestimator,43,3,4,3,0,1.1536937999990187,38,18,4,6,NA,0,0,1,-1,NA,0,10,10,370,10,43,0,10
overestimator,overestimator,24,3,2,4,1,1.116103899999871,51,18,4,5,0,NA,0,0,NA,0,NA,11,11,371,11,24,0,11
overestimator,overestimator,43,3,4,3,1,2.6011225000002014,48,18,3,6,NA,1,0,0,-1,NA,1,12,12,372,12,43,0,12
overestimator,overestimator,24,3,2,4,0,1.7278296000004048,61,18,2,5,1,NA,0,1,NA,1,NA,13,13,373,13,24,0,13
overestimator,overestimator,43,3,4,3,0,1.5845738999996684,40,18,4,6,NA,0,0,1,-1,NA,0,14,14,374,14,43,0,14
overestimator,overestimator,12,3,1,2,0,0.5926946999989013,33,18,1,1,NA,1,0,1,1,NA,1,15,15,375,15,12,0,15
overestimator,overestimator,14,3,1,4,0,0.7782213000009506,75,18,1,3,1,NA,0,1,NA,1,NA,16,16,376,16,14,0,16
overestimator,overestimator,23,3,2,3,0,0.9784839000003558,52,18,2,4,1,NA,0,1,NA,1,NA,17,17,377,17,23,0,17
overestimator,overestimator,31,3,3,1,1,0.781352699999843,70,18,1,2,1,NA,0,0,NA,1,NA,18,18,378,18,31,0,18
overestimator,overestimator,31,3,3,1,1,0.669402399998944,73,18,1,2,1,NA,0,0,NA,1,NA,19,19,379,19,31,0,19
overestimator,overestimator,34,3,3,4,1,1.7206506999991689,29,18,4,6,NA,0,0,0,-1,NA,0,20,20,380,20,34,0,20
overestimator,overestimator,24,3,2,4,0,1.2162687000000005,66,18,2,5,1,NA,0,1,NA,1,NA,21,21,381,21,24,0,21
overestimator,overestimator,12,3,1,2,0,0.5019251000012446,50,18,1,1,NA,1,0,1,1,NA,1,22,22,382,22,12,0,22
overestimator,overestimator,12,3,1,2,1,0.8644567999999708,63,18,2,1,NA,0,0,0,1,NA,0,23,23,383,23,12,0,23
overestimator,overestimator,14,3,1,4,0,0.7416577000003599,73,18,1,3,1,NA,0,1,NA,1,NA,24,24,384,24,14,0,24
overestimator,overestimator,24,3,2,4,0,0.980935400000817,64,18,2,5,1,NA,0,1,NA,1,NA,25,25,385,25,24,0,25
overestimator,overestimator,42,3,4,2,1,1.082871199998408,61,18,2,5,1,NA,0,0,NA,1,NA,26,26,386,26,42,0,26
overestimator,overestimator,42,3,4,2,1,0.7664401999991242,51,18,2,5,1,NA,0,0,NA,1,NA,27,27,387,27,42,0,27
overestimator,overestimator,43,3,4,3,0,1.29173080000146,47,18,4,6,NA,0,0,1,-1,NA,0,28,28,388,28,43,0,28
overestimator,overestimator,42,3,4,2,1,1.0039851999990788,66,18,2,5,1,NA,0,0,NA,1,NA,29,29,389,29,42,0,29
overestimator,overestimator,32,3,3,2,1,0.7781071000008524,61,18,2,4,1,NA,0,0,NA,1,NA,30,30,390,30,32,0,30
overestimator,overestimator,34,3,3,4,0,2.4077364999993733,45,18,3,6,NA,1,0,1,-1,NA,1,31,31,391,31,34,0,31
overestimator,overestimator,41,3,4,1,1,0.6031585999990057,48,18,1,3,1,NA,0,0,NA,1,NA,32,32,392,32,41,0,32
overestimator,overestimator,13,3,1,3,0,0.6418458999996801,68,18,1,2,1,NA,0,1,NA,1,NA,33,33,393,33,13,0,33
overestimator,overestimator,42,3,4,2,1,1.4563147999997454,63,18,2,5,1,NA,0,0,NA,1,NA,34,34,394,34,42,0,34
overestimator,overestimator,42,3,4,2,1,0.6526295000003302,66,18,2,5,1,NA,0,0,NA,1,NA,35,35,395,35,42,0,35
overestimator,overestimator,32,3,3,2,1,0.48522679999950924,57,18,2,4,1,NA,0,0,NA,1,NA,36,36,396,36,32,0,36
overestimator,overestimator,43,3,4,3,1,1.421710599999642,57,18,3,6,NA,1,0,0,-1,NA,1,37,37,397,37,43,0,37
overestimator,overestimator,32,3,3,2,0,0.8910474000003887,71,18,3,4,0,NA,0,1,NA,0,NA,38,38,398,38,32,0,38
overestimator,overestimator,34,3,3,4,0,1.811663899999985,19,18,3,6,NA,1,0,1,-1,NA,1,39,39,399,39,34,0,39
overestimator,overestimator,13,3,1,3,0,1.1508990000002086,44,18,1,2,1,NA,0,1,NA,1,NA,40,40,400,40,13,0,40
overestimator,overestimator,23,3,2,3,0,1.687065200001598,64,18,2,4,1,NA,0,1,NA,1,NA,41,41,401,41,23,0,41
overestimator,overestimator,32,3,3,2,1,1.0162084000003233,72,18,2,4,1,NA,0,0,NA,1,NA,42,42,402,42,32,0,42
overestimator,overestimator,13,3,1,3,0,1.73448339999959,55,18,1,2,1,NA,0,1,NA,1,NA,43,43,403,43,13,0,43
overestimator,overestimator,23,3,2,3,0,1.3164127000000008,69,18,2,4,1,NA,0,1,NA,1,NA,44,44,404,44,23,0,44
overestimator,overestimator,31,3,3,1,1,1.3272645999986707,63,18,1,2,1,NA,0,0,NA,1,NA,45,45,405,45,31,0,45
overestimator,overestimator,31,3,3,1,1,1.0917580999994243,88,18,1,2,1,NA,0,0,NA,1,NA,46,46,406,46,31,0,46
overestimator,overestimator,34,3,3,4,0,0.9917686999997386,60,18,3,6,NA,1,0,1,-1,NA,1,47,47,407,47,34,0,47
overestimator,overestimator,42,3,4,2,1,1.1894167000009475,54,18,2,5,1,NA,0,0,NA,1,NA,48,48,408,48,42,0,48
overestimator,overestimator,32,3,3,2,1,1.1920339000007516,62,18,2,4,1,NA,0,0,NA,1,NA,49,49,409,49,32,0,49
overestimator,overestimator,12,3,1,2,0,0.6506957000001421,62,18,1,1,NA,1,0,1,1,NA,1,50,50,410,50,12,0,50
overestimator,overestimator,21,3,2,1,0,0.86594150000019,56,18,2,1,NA,0,0,1,1,NA,0,51,51,411,51,21,0,51
overestimator,overestimator,23,3,2,3,0,0.675341500000286,51,18,2,4,1,NA,0,1,NA,1,NA,52,52,412,52,23,0,52
overestimator,overestimator,21,3,2,1,0,1.4281581999985065,60,18,2,1,NA,0,0,1,1,NA,0,53,53,413,53,21,0,53
overestimator,overestimator,12,3,1,2,0,0.7413382999984606,72,18,1,1,NA,1,0,1,1,NA,1,54,54,414,54,12,0,54
overestimator,overestimator,21,3,2,1,1,0.6398508999991463,83,18,1,1,NA,1,0,0,1,NA,1,55,55,415,55,21,0,55
overestimator,overestimator,41,3,4,1,1,0.4675778000000719,43,18,1,3,1,NA,0,0,NA,1,NA,56,56,416,56,41,0,56
overestimator,overestimator,34,3,3,4,0,1.4766268000003038,35,18,3,6,NA,1,0,1,-1,NA,1,57,57,417,57,34,0,57
overestimator,overestimator,42,3,4,2,1,0.9897861999997986,63,18,2,5,1,NA,0,0,NA,1,NA,58,58,418,58,42,0,58
overestimator,overestimator,23,3,2,3,0,0.7838062999999238,62,18,2,4,1,NA,0,1,NA,1,NA,59,59,419,59,23,0,59
overestimator,overestimator,32,3,3,2,1,0.7404729000008956,51,18,2,4,1,NA,0,0,NA,1,NA,60,60,420,60,32,0,60
overestimator,overestimator,31,3,3,1,1,0.6395305999994889,49,18,1,2,1,NA,0,0,NA,1,NA,61,61,421,61,31,0,61
overestimator,overestimator,12,3,1,2,0,0.7531526000002486,75,18,1,1,NA,1,0,1,1,NA,1,62,62,422,62,12,0,62
overestimator,overestimator,41,3,4,1,1,0.6284357999993517,31,18,1,3,1,NA,0,0,NA,1,NA,63,63,423,63,41,0,63
overestimator,overestimator,23,3,2,3,0,0.615148599999884,50,18,2,4,1,NA,0,1,NA,1,NA,64,64,424,64,23,0,64
overestimator,overestimator,14,3,1,4,0,0.9156289000002289,38,18,1,3,1,NA,0,1,NA,1,NA,65,65,425,65,14,0,65
overestimator,overestimator,24,3,2,4,0,0.515580699999191,70,18,2,5,1,NA,0,1,NA,1,NA,66,66,426,66,24,0,66
overestimator,overestimator,13,3,1,3,0,0.5421100000003207,41,18,1,2,1,NA,0,1,NA,1,NA,67,67,427,67,13,0,67
overestimator,overestimator,31,3,3,1,1,0.990952300000572,57,18,1,2,1,NA,0,0,NA,1,NA,68,68,428,68,31,0,68
overestimator,overestimator,24,3,2,4,0,0.5901921000004222,55,18,2,5,1,NA,0,1,NA,1,NA,69,69,429,69,24,0,69
overestimator,overestimator,31,3,3,1,1,0.5676457000008668,46,18,1,2,1,NA,0,0,NA,1,NA,70,70,430,70,31,0,70
overestimator,overestimator,32,3,3,2,1,1.0665798999998515,53,18,2,4,1,NA,0,0,NA,1,NA,71,71,431,71,32,0,71
overestimator,overestimator,43,3,4,3,1,1.6791490000014164,44,18,3,6,NA,1,0,0,-1,NA,1,72,72,432,72,43,0,72
overestimator,overestimator,32,3,3,2,1,0.5920320999994146,59,18,2,4,1,NA,0,0,NA,1,NA,73,73,433,73,32,0,73
overestimator,overestimator,13,3,1,3,0,1.0537289000003511,61,18,1,2,1,NA,0,1,NA,1,NA,74,74,434,74,13,0,74
overestimator,overestimator,31,3,3,1,1,1.118295099999159,38,18,1,2,1,NA,0,0,NA,1,NA,75,75,435,75,31,0,75
overestimator,overestimator,23,3,2,3,0,0.5670228999988467,54,18,2,4,1,NA,0,1,NA,1,NA,76,76,436,76,23,0,76
overestimator,overestimator,43,3,4,3,1,0.6149401000002399,53,18,3,6,NA,1,0,0,-1,NA,1,77,77,437,77,43,0,77
overestimator,overestimator,42,3,4,2,1,0.5017805999996199,55,18,2,5,1,NA,0,0,NA,1,NA,78,78,438,78,42,0,78
overestimator,overestimator,12,3,1,2,1,1.0415531000016927,50,18,2,1,NA,0,0,0,1,NA,0,79,79,439,79,12,0,79
overestimator,overestimator,32,3,3,2,1,0.741958100001284,70,18,2,4,1,NA,0,0,NA,1,NA,80,80,440,80,32,0,80
overestimator,overestimator,13,3,1,3,0,0.627606600000945,55,18,1,2,1,NA,0,1,NA,1,NA,81,81,441,81,13,0,81
overestimator,overestimator,21,3,2,1,1,1.5076045999994676,57,18,1,1,NA,1,0,0,1,NA,1,82,82,442,82,21,0,82
overestimator,overestimator,31,3,3,1,1,0.5533735000008164,67,18,1,2,1,NA,0,0,NA,1,NA,83,83,443,83,31,0,83
overestimator,overestimator,31,3,3,1,1,0.6668646999987686,87,18,1,2,1,NA,0,0,NA,1,NA,84,84,444,84,31,0,84
overestimator,overestimator,14,3,1,4,0,0.8164491999996244,89,18,1,3,1,NA,0,1,NA,1,NA,85,85,445,85,14,0,85
overestimator,overestimator,43,3,4,3,1,1.8673264000008203,23,18,3,6,NA,1,0,0,-1,NA,1,86,86,446,86,43,0,86
overestimator,overestimator,34,3,3,4,1,2.0289852999994764,30,18,4,6,NA,0,0,0,-1,NA,0,87,87,447,87,34,0,87
overestimator,overestimator,42,3,4,2,1,0.902058699999543,58,18,2,5,1,NA,0,0,NA,1,NA,88,88,448,88,42,0,88
overestimator,overestimator,14,3,1,4,0,0.4771098000001075,68,18,1,3,1,NA,0,1,NA,1,NA,89,89,449,89,14,0,89
overestimator,overestimator,23,3,2,3,0,0.7144105000006675,58,18,2,4,1,NA,0,1,NA,1,NA,90,90,450,90,23,0,90
overestimator,overestimator,41,3,4,1,1,0.603123199998663,27,18,1,3,1,NA,0,0,NA,1,NA,91,91,451,91,41,0,91
overestimator,overestimator,32,3,3,2,1,0.5853341000001819,54,18,2,4,1,NA,0,0,NA,1,NA,92,92,452,92,32,0,92
overestimator,overestimator,14,3,1,4,0,0.49208329999964917,66,18,1,3,1,NA,0,1,NA,1,NA,93,93,453,93,14,0,93
overestimator,overestimator,12,3,1,2,0,0.46629399999983434,91,18,1,1,NA,1,0,1,1,NA,1,94,94,454,94,12,0,94
overestimator,overestimator,42,3,4,2,1,0.762186500000098,58,18,2,5,1,NA,0,0,NA,1,NA,95,95,455,95,42,0,95
overestimator,overestimator,42,3,4,2,1,0.7670859000008932,56,18,2,5,1,NA,0,0,NA,1,NA,96,96,456,96,42,0,96
overestimator,overestimator,34,3,3,4,1,1.34114320000117,39,18,4,6,NA,0,0,0,-1,NA,0,97,97,457,97,34,0,97
overestimator,overestimator,31,3,3,1,1,0.42808700000023236,82,18,1,2,1,NA,0,0,NA,1,NA,98,98,458,98,31,0,98
overestimator,overestimator,43,3,4,3,1,0.5913776000015787,30,18,3,6,NA,1,0,0,-1,NA,1,99,99,459,99,43,0,99
overestimator,overestimator,23,3,2,3,0,0.7908994000008533,52,18,2,4,1,NA,0,1,NA,1,NA,100,100,460,100,23,0,100
overestimator,overestimator,42,3,4,2,1,1.2042114999985642,63,18,2,5,1,NA,0,0,NA,1,NA,101,101,461,101,42,0,101
overestimator,overestimator,23,3,2,3,0,0.7648392999999487,71,18,2,4,1,NA,0,1,NA,1,NA,102,102,462,102,23,0,102
overestimator,overestimator,13,3,1,3,0,0.8286226999989594,59,18,1,2,1,NA,0,1,NA,1,NA,103,103,463,103,13,0,103
overestimator,overestimator,34,3,3,4,0,1.1419475000002421,40,18,3,6,NA,1,0,1,-1,NA,1,104,104,464,104,34,0,104
overestimator,overestimator,24,3,2,4,0,0.5530593000003137,60,18,2,5,1,NA,0,1,NA,1,NA,105,105,465,105,24,0,105
overestimator,overestimator,41,3,4,1,1,1.0941094999998313,60,18,1,3,1,NA,0,0,NA,1,NA,106,106,466,106,41,0,106
overestimator,overestimator,41,3,4,1,1,0.48363659999995434,80,18,1,3,1,NA,0,0,NA,1,NA,107,107,467,107,41,0,107
overestimator,overestimator,12,3,1,2,0,0.9005366999990656,36,18,1,1,NA,1,0,1,1,NA,1,108,108,468,108,12,0,108
overestimator,overestimator,43,3,4,3,1,1.150001500000144,67,18,3,6,NA,1,0,0,-1,NA,1,109,109,469,109,43,0,109
overestimator,overestimator,12,3,1,2,0,1.2198967000003904,64,18,1,1,NA,1,0,1,1,NA,1,110,110,470,110,12,0,110
overestimator,overestimator,42,3,4,2,1,0.4773699999987002,57,18,2,5,1,NA,0,0,NA,1,NA,111,111,471,111,42,0,111
overestimator,overestimator,24,3,2,4,0,0.5398958000005223,61,18,2,5,1,NA,0,1,NA,1,NA,112,112,472,112,24,0,112
overestimator,overestimator,13,3,1,3,0,0.5168792000004032,69,18,1,2,1,NA,0,1,NA,1,NA,113,113,473,113,13,0,113
overestimator,overestimator,23,3,2,3,0,0.5421867000004568,49,18,2,4,1,NA,0,1,NA,1,NA,114,114,474,114,23,0,114
overestimator,overestimator,32,3,3,2,1,0.5165852999998606,66,18,2,4,1,NA,0,0,NA,1,NA,115,115,475,115,32,0,115
overestimator,overestimator,14,3,1,4,0,0.5788011999993614,40,18,1,3,1,NA,0,1,NA,1,NA,116,116,476,116,14,0,116
overestimator,overestimator,14,3,1,4,0,1.4080690999999206,61,18,1,3,1,NA,0,1,NA,1,NA,117,117,477,117,14,0,117
overestimator,overestimator,14,3,1,4,0,0.4279690999992454,65,18,1,3,1,NA,0,1,NA,1,NA,118,118,478,118,14,0,118
overestimator,overestimator,24,3,2,4,0,1.2248758000005182,56,18,2,5,1,NA,0,1,NA,1,NA,119,119,479,119,24,0,119
overestimator,overestimator,43,3,4,3,0,1.1785921999999118,45,18,4,6,NA,0,0,1,-1,NA,0,120,120,480,120,43,0,120
overestimator,overestimator,23,3,2,3,0,0.9538419000000431,56,18,2,4,1,NA,0,1,NA,1,NA,121,121,481,121,23,0,121
overestimator,overestimator,34,3,3,4,0,1.2497745999990002,38,18,3,6,NA,1,0,1,-1,NA,1,122,122,482,122,34,0,122
overestimator,overestimator,41,3,4,1,1,0.9904237999999168,32,18,1,3,1,NA,0,0,NA,1,NA,123,123,483,123,41,0,123
overestimator,overestimator,24,3,2,4,0,0.6911602999989555,57,18,2,5,1,NA,0,1,NA,1,NA,124,124,484,124,24,0,124
overestimator,overestimator,21,3,2,1,0,0.4791697999989992,62,18,2,1,NA,0,0,1,1,NA,0,125,125,485,125,21,0,125
overestimator,overestimator,21,3,2,1,0,0.6031736999993882,57,18,2,1,NA,0,0,1,1,NA,0,126,126,486,126,21,0,126
overestimator,overestimator,41,3,4,1,1,0.8913804000003438,39,18,1,3,1,NA,0,0,NA,1,NA,127,127,487,127,41,0,127
overestimator,overestimator,13,3,1,3,0,0.5447642999988602,77,18,1,2,1,NA,0,1,NA,1,NA,128,128,488,128,13,0,128
overestimator,overestimator,41,3,4,1,1,0.8541720000011992,54,18,1,3,1,NA,0,0,NA,1,NA,129,129,489,129,41,0,129
